"feedback_id";"customer_id";"date_submitted";"feedback_text";"satisfaction_score";"contacted_agent";"referred_claim"
"FDB90749";"CUST10376";"2022-04-29";"Claim process could be faster.";2;"Yes";"No"
"FDB90750";"CUST10633";"2022-04-16";"Very satisfied with the claim process.";5;"No";"No"
"FDB90751";"CUST12154";"2020-01-04";"Very satisfied with the claim process.";5;"No";"Yes"
"FDB90752";"CUST11456";"2022-01-27";"Had to wait too long for claim approval.";2;"Yes";"No"
"FDB90753";"CUST12002";"2023-07-31";"I'm not happy with the premium charged.";2;"No";"Yes"
"FDB90754";"CUST11228";"2020-01-23";"Frustrated with repeated documentation requests.";3;"No";"Yes"
"FDB90755";"CUST11889";"2020-12-21";"Claim process could be faster.";2;"No";"Yes"
"FDB90756";"CUST11161";"2022-10-12";"Excellent customer service support.";4;"No";"Yes"
"FDB90757";"CUST12261";"2023-03-13";"I'm not happy with the premium charged.";2;"No";"Yes"
"FDB90758";"CUST10641";"2021-11-04";"Very satisfied with the claim process.";4;"Yes";"Yes"
"FDB90759";"CUST12273";"2023-10-14";"Very satisfied with the claim process.";4;"Yes";"No"
"FDB90760";"CUST10033";"2021-07-31";"The agent was helpful and explained everything.";5;"No";"Yes"
"FDB90761";"CUST11302";"2021-10-12";"Smooth experience with no issues.";5;"Yes";"Yes"
"FDB90762";"CUST11619";"2021-05-23";"I'm not happy with the premium charged.";1;"No";"No"
"FDB90763";"CUST11431";"2020-09-03";"Smooth experience with no issues.";5;"No";"No"
"FDB90764";"CUST10151";"2021-03-22";"Need more clarity on policy coverage.";1;"No";"Yes"
"FDB90765";"CUST11921";"2023-12-20";"Need more clarity on policy coverage.";3;"Yes";"Yes"
"FDB90766";"CUST10509";"2023-02-10";"Frustrated with repeated documentation requests.";2;"Yes";"Yes"
"FDB90767";"CUST12105";"2020-04-23";"Excellent customer service support.";4;"Yes";"Yes"
"FDB90768";"CUST10663";"2020-08-08";"Very satisfied with the claim process.";4;"No";"Yes"
"FDB90769";"CUST10964";"2020-04-08";"Excellent customer service support.";4;"No";"No"
"FDB90770";"CUST12312";"2022-01-17";"Frustrated with repeated documentation requests.";3;"No";"No"
"FDB90771";"CUST12207";"2022-11-01";"Frustrated with repeated documentation requests.";1;"No";"No"
"FDB90772";"CUST12047";"2020-02-02";"Had to wait too long for claim approval.";2;"Yes";"No"
"FDB90773";"CUST10218";"2021-05-16";"Claim process could be faster.";3;"No";"No"
"FDB90774";"CUST10649";"2023-08-10";"The mobile app experience was intuitive.";4;"No";"Yes"
"FDB90775";"CUST10343";"2023-07-19";"I'm not happy with the premium charged.";1;"No";"Yes"
"FDB90776";"CUST12150";"2023-07-20";"The agent was helpful and explained everything.";4;"Yes";"No"
"FDB90777";"CUST10468";"2020-06-09";"The mobile app experience was intuitive.";3;"Yes";"No"
"FDB90778";"CUST12064";"2023-06-21";"Frustrated with repeated documentation requests.";1;"Yes";"Yes"
"FDB90779";"CUST10159";"2020-08-14";"Excellent customer service support.";5;"No";"No"
"FDB90780";"CUST10575";"2022-11-04";"Need more clarity on policy coverage.";3;"Yes";"Yes"
"FDB90781";"CUST11163";"2020-02-14";"Frustrated with repeated documentation requests.";2;"No";"Yes"
"FDB90782";"CUST12497";"2020-09-27";"Frustrated with repeated documentation requests.";1;"No";"No"
"FDB90783";"CUST12272";"2021-12-05";"Very satisfied with the claim process.";5;"No";"Yes"
"FDB90784";"CUST11871";"2023-10-04";"Claim process could be faster.";2;"No";"Yes"
"FDB90785";"CUST10433";"2020-04-29";"Excellent customer service support.";5;"Yes";"No"
"FDB90786";"CUST10957";"2021-02-28";"Smooth experience with no issues.";5;"No";"Yes"
"FDB90787";"CUST11356";"2023-11-09";"Had to wait too long for claim approval.";2;"No";"Yes"
"FDB90788";"CUST10521";"2022-07-15";"Very satisfied with the claim process.";5;"Yes";"No"
"FDB90789";"CUST11219";"2022-02-12";"Need more clarity on policy coverage.";2;"Yes";"No"
"FDB90790";"CUST10774";"2020-01-03";"Frustrated with repeated documentation requests.";3;"Yes";"Yes"
"FDB90791";"CUST12204";"2022-11-30";"The mobile app experience was intuitive.";4;"Yes";"Yes"
"FDB90792";"CUST10752";"2022-08-15";"Very satisfied with the claim process.";4;"Yes";"No"
"FDB90793";"CUST10700";"2021-04-22";"Need more clarity on policy coverage.";2;"No";"Yes"
"FDB90794";"CUST11036";"2020-09-27";"The agent was helpful and explained everything.";4;"No";"Yes"
"FDB90795";"CUST10457";"2022-07-29";"The mobile app experience was intuitive.";5;"Yes";"Yes"
"FDB90796";"CUST12488";"2022-04-14";"Smooth experience with no issues.";5;"Yes";"Yes"
"FDB90797";"CUST10647";"2022-08-29";"Smooth experience with no issues.";5;"No";"Yes"
"FDB90798";"CUST10805";"2020-07-27";"The agent was helpful and explained everything.";4;"Yes";"No"
"FDB90799";"CUST11420";"2022-01-14";"Had to wait too long for claim approval.";2;"Yes";"Yes"
"FDB90800";"CUST11502";"2022-10-05";"The agent was helpful and explained everything.";5;"Yes";"Yes"
"FDB90801";"CUST11146";"2020-10-02";"Excellent customer service support.";5;"Yes";"No"
"FDB90802";"CUST11414";"2022-04-04";"The agent was helpful and explained everything.";4;"No";"No"
"FDB90803";"CUST10510";"2022-01-01";"Excellent customer service support.";5;"No";"No"
"FDB90804";"CUST11034";"2020-03-07";"The mobile app experience was intuitive.";4;"No";"Yes"
"FDB90805";"CUST10363";"2023-08-13";"Claim process could be faster.";2;"Yes";"Yes"
"FDB90806";"CUST11002";"2023-04-09";"Frustrated with repeated documentation requests.";2;"No";"Yes"
"FDB90807";"CUST11923";"2022-01-13";"Excellent customer service support.";5;"No";"No"
"FDB90808";"CUST11307";"2020-06-10";"The agent was helpful and explained everything.";4;"Yes";"No"
"FDB90809";"CUST11035";"2022-06-04";"Claim process could be faster.";3;"No";"Yes"
"FDB90810";"CUST12074";"2022-08-29";"Need more clarity on policy coverage.";2;"Yes";"Yes"
"FDB90811";"CUST10889";"2023-11-25";"I'm not happy with the premium charged.";1;"Yes";"Yes"
"FDB90812";"CUST12096";"2022-12-12";"Claim process could be faster.";3;"Yes";"Yes"
"FDB90813";"CUST11470";"2023-03-27";"Had to wait too long for claim approval.";1;"No";"No"
"FDB90814";"CUST12350";"2020-12-27";"Frustrated with repeated documentation requests.";3;"Yes";"Yes"
"FDB90815";"CUST11438";"2023-08-10";"Frustrated with repeated documentation requests.";1;"Yes";"Yes"
"FDB90816";"CUST10919";"2023-08-07";"Need more clarity on policy coverage.";1;"Yes";"Yes"
"FDB90817";"CUST11925";"2022-11-29";"Excellent customer service support.";5;"No";"No"
"FDB90818";"CUST11527";"2022-10-09";"Claim process could be faster.";2;"Yes";"No"
"FDB90819";"CUST11726";"2021-07-25";"Frustrated with repeated documentation requests.";2;"No";"No"
"FDB90820";"CUST10490";"2021-08-16";"I'm not happy with the premium charged.";1;"No";"No"
"FDB90821";"CUST11644";"2022-01-18";"The agent was helpful and explained everything.";5;"No";"No"
"FDB90822";"CUST10442";"2022-09-01";"The mobile app experience was intuitive.";4;"Yes";"No"
"FDB90823";"CUST12176";"2021-06-17";"Excellent customer service support.";4;"Yes";"Yes"
"FDB90824";"CUST11140";"2022-09-06";"The mobile app experience was intuitive.";3;"No";"Yes"
"FDB90825";"CUST11278";"2022-02-27";"Frustrated with repeated documentation requests.";1;"No";"No"
"FDB90826";"CUST11325";"2023-08-16";"Smooth experience with no issues.";4;"Yes";"No"
"FDB90827";"CUST10480";"2021-07-11";"I'm not happy with the premium charged.";1;"No";"Yes"
"FDB90828";"CUST10542";"2020-12-09";"Very satisfied with the claim process.";5;"No";"No"
"FDB90829";"CUST11561";"2020-08-24";"Smooth experience with no issues.";5;"Yes";"Yes"
"FDB90830";"CUST10204";"2021-04-20";"Very satisfied with the claim process.";5;"Yes";"No"
"FDB90831";"CUST11103";"2023-01-04";"The mobile app experience was intuitive.";3;"Yes";"No"
"FDB90832";"CUST10550";"2021-07-06";"The mobile app experience was intuitive.";3;"Yes";"Yes"
"FDB90833";"CUST11499";"2023-07-31";"Claim process could be faster.";3;"No";"No"
"FDB90834";"CUST10751";"2021-02-09";"Frustrated with repeated documentation requests.";2;"Yes";"Yes"
"FDB90835";"CUST11858";"2023-02-02";"Claim process could be faster.";2;"No";"No"
"FDB90836";"CUST10534";"2022-01-12";"Claim process could be faster.";2;"No";"Yes"
"FDB90837";"CUST10185";"2022-11-16";"Claim process could be faster.";3;"Yes";"No"
"FDB90838";"CUST11628";"2023-10-30";"Excellent customer service support.";5;"Yes";"Yes"
"FDB90839";"CUST10524";"2020-01-09";"The mobile app experience was intuitive.";5;"Yes";"No"
"FDB90840";"CUST12464";"2020-04-03";"Excellent customer service support.";5;"Yes";"No"
"FDB90841";"CUST10958";"2023-05-17";"The agent was helpful and explained everything.";5;"Yes";"No"
"FDB90842";"CUST11123";"2022-11-12";"Frustrated with repeated documentation requests.";1;"Yes";"Yes"
"FDB90843";"CUST12245";"2022-10-17";"Excellent customer service support.";4;"Yes";"No"
"FDB90844";"CUST11050";"2023-02-25";"Had to wait too long for claim approval.";1;"No";"Yes"
"FDB90845";"CUST11264";"2020-10-07";"The mobile app experience was intuitive.";3;"No";"Yes"
"FDB90846";"CUST12224";"2021-09-20";"Excellent customer service support.";4;"Yes";"No"
"FDB90847";"CUST12257";"2021-08-08";"Smooth experience with no issues.";5;"No";"Yes"
"FDB90848";"CUST11796";"2021-12-12";"The agent was helpful and explained everything.";5;"Yes";"No"
"FDB90849";"CUST11075";"2020-05-27";"Very satisfied with the claim process.";4;"No";"No"
"FDB90850";"CUST11076";"2021-08-22";"Need more clarity on policy coverage.";1;"Yes";"No"
"FDB90851";"CUST11301";"2020-08-23";"Frustrated with repeated documentation requests.";3;"No";"Yes"
"FDB90852";"CUST10095";"2022-09-21";"Had to wait too long for claim approval.";2;"Yes";"Yes"
"FDB90853";"CUST11318";"2021-01-31";"Need more clarity on policy coverage.";1;"No";"Yes"
"FDB90854";"CUST10064";"2023-04-15";"The mobile app experience was intuitive.";3;"Yes";"Yes"
"FDB90855";"CUST10891";"2022-10-25";"Had to wait too long for claim approval.";1;"Yes";"Yes"
"FDB90856";"CUST11219";"2021-07-23";"The mobile app experience was intuitive.";4;"Yes";"Yes"
"FDB90857";"CUST12364";"2021-04-02";"Frustrated with repeated documentation requests.";2;"Yes";"No"
"FDB90858";"CUST10254";"2021-03-10";"Had to wait too long for claim approval.";2;"Yes";"Yes"
"FDB90859";"CUST10539";"2020-03-25";"Frustrated with repeated documentation requests.";2;"Yes";"No"
"FDB90860";"CUST10620";"2020-10-10";"Excellent customer service support.";5;"No";"No"
"FDB90861";"CUST10828";"2022-09-12";"Had to wait too long for claim approval.";2;"Yes";"Yes"
"FDB90862";"CUST11659";"2021-08-09";"Had to wait too long for claim approval.";2;"No";"Yes"
"FDB90863";"CUST12278";"2023-08-07";"The mobile app experience was intuitive.";3;"Yes";"Yes"
"FDB90864";"CUST11438";"2020-11-20";"Smooth experience with no issues.";4;"No";"Yes"
"FDB90865";"CUST10800";"2020-10-05";"I'm not happy with the premium charged.";1;"Yes";"No"
"FDB90866";"CUST11918";"2020-07-24";"Need more clarity on policy coverage.";2;"No";"No"
"FDB90867";"CUST11560";"2021-09-17";"The mobile app experience was intuitive.";3;"No";"Yes"
"FDB90868";"CUST10186";"2020-02-21";"Frustrated with repeated documentation requests.";1;"Yes";"Yes"
"FDB90869";"CUST11973";"2021-08-14";"Claim process could be faster.";2;"Yes";"No"
"FDB90870";"CUST11951";"2023-05-12";"The agent was helpful and explained everything.";4;"No";"Yes"
"FDB90871";"CUST10881";"2022-10-05";"Need more clarity on policy coverage.";3;"No";"Yes"
"FDB90872";"CUST12136";"2020-11-01";"Had to wait too long for claim approval.";1;"Yes";"Yes"
"FDB90873";"CUST11763";"2021-06-20";"Claim process could be faster.";3;"Yes";"Yes"
"FDB90874";"CUST11825";"2023-06-05";"Claim process could be faster.";2;"Yes";"No"
"FDB90875";"CUST12485";"2022-12-28";"Frustrated with repeated documentation requests.";2;"No";"Yes"
"FDB90876";"CUST11434";"2021-12-04";"Smooth experience with no issues.";5;"No";"No"
"FDB90877";"CUST11357";"2021-09-18";"Smooth experience with no issues.";5;"Yes";"No"
"FDB90878";"CUST11078";"2020-10-27";"I'm not happy with the premium charged.";2;"No";"Yes"
"FDB90879";"CUST10703";"2021-02-22";"Had to wait too long for claim approval.";1;"No";"Yes"
"FDB90880";"CUST11714";"2023-10-11";"I'm not happy with the premium charged.";2;"No";"No"
"FDB90881";"CUST10126";"2023-07-19";"Frustrated with repeated documentation requests.";3;"Yes";"No"
"FDB90882";"CUST12007";"2020-07-08";"The mobile app experience was intuitive.";4;"Yes";"Yes"
"FDB90883";"CUST10193";"2022-03-08";"The agent was helpful and explained everything.";4;"No";"Yes"
"FDB90884";"CUST10636";"2022-05-10";"The agent was helpful and explained everything.";4;"No";"No"
"FDB90885";"CUST11460";"2022-06-29";"Excellent customer service support.";5;"No";"No"
"FDB90886";"CUST11386";"2022-09-05";"Very satisfied with the claim process.";5;"Yes";"No"
"FDB90887";"CUST11190";"2023-06-28";"The agent was helpful and explained everything.";5;"Yes";"Yes"
"FDB90888";"CUST10139";"2021-04-20";"I'm not happy with the premium charged.";1;"No";"No"
"FDB90889";"CUST12163";"2021-11-20";"Had to wait too long for claim approval.";2;"Yes";"Yes"
"FDB90890";"CUST12303";"2023-02-02";"I'm not happy with the premium charged.";2;"No";"Yes"
"FDB90891";"CUST12040";"2021-06-17";"Very satisfied with the claim process.";4;"Yes";"Yes"
"FDB90892";"CUST12318";"2021-01-29";"I'm not happy with the premium charged.";2;"Yes";"Yes"
"FDB90893";"CUST10938";"2020-03-06";"Had to wait too long for claim approval.";1;"Yes";"No"
"FDB90894";"CUST10427";"2020-12-24";"I'm not happy with the premium charged.";3;"Yes";"No"
"FDB90895";"CUST10119";"2023-01-08";"Very satisfied with the claim process.";5;"No";"No"
"FDB90896";"CUST11334";"2020-01-02";"Excellent customer service support.";4;"No";"Yes"
"FDB90897";"CUST12262";"2021-08-04";"Claim process could be faster.";3;"No";"Yes"
"FDB90898";"CUST10140";"2021-10-02";"Claim process could be faster.";3;"No";"Yes"
"FDB90899";"CUST11572";"2023-07-03";"Claim process could be faster.";2;"No";"Yes"
"FDB90900";"CUST10100";"2020-09-20";"The agent was helpful and explained everything.";4;"No";"Yes"
"FDB90901";"CUST12031";"2021-10-17";"The mobile app experience was intuitive.";3;"Yes";"Yes"
"FDB90902";"CUST10242";"2022-01-25";"Had to wait too long for claim approval.";2;"Yes";"Yes"
"FDB90903";"CUST12130";"2023-05-27";"Claim process could be faster.";3;"No";"No"
"FDB90904";"CUST10758";"2023-09-14";"I'm not happy with the premium charged.";3;"Yes";"Yes"
"FDB90905";"CUST10373";"2020-01-27";"The agent was helpful and explained everything.";4;"No";"No"
"FDB90906";"CUST10435";"2020-12-17";"I'm not happy with the premium charged.";1;"Yes";"No"
"FDB90907";"CUST10899";"2020-07-19";"Claim process could be faster.";2;"No";"No"
"FDB90908";"CUST11119";"2020-05-31";"Smooth experience with no issues.";4;"No";"Yes"
"FDB90909";"CUST10135";"2023-12-08";"Excellent customer service support.";5;"No";"No"
"FDB90910";"CUST11975";"2020-10-28";"Need more clarity on policy coverage.";3;"Yes";"No"
"FDB90911";"CUST10503";"2022-08-25";"Need more clarity on policy coverage.";3;"Yes";"No"
"FDB90912";"CUST12260";"2020-04-16";"Claim process could be faster.";2;"Yes";"Yes"
"FDB90913";"CUST11050";"2020-01-07";"Smooth experience with no issues.";5;"Yes";"Yes"
"FDB90914";"CUST10652";"2020-03-23";"Had to wait too long for claim approval.";2;"Yes";"No"
"FDB90915";"CUST11138";"2020-06-14";"I'm not happy with the premium charged.";3;"Yes";"No"
"FDB90916";"CUST11907";"2021-05-17";"Claim process could be faster.";3;"Yes";"Yes"
"FDB90917";"CUST11607";"2023-02-25";"Need more clarity on policy coverage.";1;"Yes";"Yes"
"FDB90918";"CUST10311";"2021-09-28";"Had to wait too long for claim approval.";1;"No";"Yes"
"FDB90919";"CUST12337";"2021-05-02";"The mobile app experience was intuitive.";3;"No";"Yes"
"FDB90920";"CUST10046";"2020-06-23";"Excellent customer service support.";4;"Yes";"No"
"FDB90921";"CUST12463";"2023-12-30";"Had to wait too long for claim approval.";1;"Yes";"Yes"
"FDB90922";"CUST12136";"2020-03-21";"Had to wait too long for claim approval.";1;"Yes";"No"
"FDB90923";"CUST12102";"2022-04-29";"The agent was helpful and explained everything.";4;"Yes";"No"
"FDB90924";"CUST10965";"2023-02-27";"The mobile app experience was intuitive.";4;"No";"Yes"
"FDB90925";"CUST12171";"2023-12-03";"Smooth experience with no issues.";4;"Yes";"No"
"FDB90926";"CUST11481";"2022-04-10";"Frustrated with repeated documentation requests.";3;"No";"Yes"
"FDB90927";"CUST11904";"2020-04-13";"The agent was helpful and explained everything.";4;"No";"No"
"FDB90928";"CUST11579";"2023-05-07";"I'm not happy with the premium charged.";1;"No";"Yes"
"FDB90929";"CUST11996";"2022-02-24";"Had to wait too long for claim approval.";1;"No";"Yes"
"FDB90930";"CUST10962";"2020-06-11";"Had to wait too long for claim approval.";2;"No";"No"
"FDB90931";"CUST10056";"2020-01-27";"Had to wait too long for claim approval.";2;"No";"No"
"FDB90932";"CUST10087";"2021-04-12";"Had to wait too long for claim approval.";1;"Yes";"No"
"FDB90933";"CUST12308";"2023-04-06";"Need more clarity on policy coverage.";1;"No";"No"
"FDB90934";"CUST11362";"2020-06-19";"Smooth experience with no issues.";4;"No";"No"
"FDB90935";"CUST12440";"2022-04-30";"Claim process could be faster.";2;"Yes";"Yes"
"FDB90936";"CUST10778";"2022-06-12";"Excellent customer service support.";4;"No";"No"
"FDB90937";"CUST11511";"2020-03-04";"I'm not happy with the premium charged.";3;"No";"Yes"
"FDB90938";"CUST12273";"2020-11-07";"Frustrated with repeated documentation requests.";1;"No";"No"
"FDB90939";"CUST10769";"2021-06-19";"Need more clarity on policy coverage.";3;"Yes";"No"
"FDB90940";"CUST10526";"2020-08-31";"I'm not happy with the premium charged.";3;"No";"Yes"
"FDB90941";"CUST12203";"2022-11-17";"The agent was helpful and explained everything.";4;"Yes";"Yes"
"FDB90942";"CUST11036";"2022-06-23";"Had to wait too long for claim approval.";2;"Yes";"Yes"
"FDB90943";"CUST10176";"2023-10-19";"I'm not happy with the premium charged.";1;"No";"No"
"FDB90944";"CUST10946";"2021-07-14";"Had to wait too long for claim approval.";1;"Yes";"Yes"
"FDB90945";"CUST10873";"2020-09-25";"I'm not happy with the premium charged.";2;"Yes";"No"
"FDB90946";"CUST10812";"2020-02-04";"Smooth experience with no issues.";4;"Yes";"No"
"FDB90947";"CUST11461";"2021-01-28";"Smooth experience with no issues.";4;"Yes";"No"
"FDB90948";"CUST10415";"2021-11-22";"Excellent customer service support.";5;"No";"No"
"FDB90949";"CUST10596";"2022-04-07";"Excellent customer service support.";4;"Yes";"Yes"
"FDB90950";"CUST10943";"2022-09-22";"Need more clarity on policy coverage.";1;"No";"Yes"
"FDB90951";"CUST10363";"2020-09-12";"Smooth experience with no issues.";4;"Yes";"No"
"FDB90952";"CUST11195";"2023-01-03";"I'm not happy with the premium charged.";3;"Yes";"Yes"
"FDB90953";"CUST10601";"2020-07-24";"I'm not happy with the premium charged.";3;"No";"No"
"FDB90954";"CUST11967";"2022-06-03";"Smooth experience with no issues.";5;"Yes";"Yes"
"FDB90955";"CUST12261";"2021-08-20";"Excellent customer service support.";5;"No";"Yes"
"FDB90956";"CUST11448";"2022-05-18";"The agent was helpful and explained everything.";5;"No";"Yes"
"FDB90957";"CUST11074";"2022-10-03";"Had to wait too long for claim approval.";2;"No";"No"
"FDB90958";"CUST11393";"2022-02-13";"Claim process could be faster.";3;"No";"No"
"FDB90959";"CUST11430";"2022-06-05";"Excellent customer service support.";4;"No";"Yes"
"FDB90960";"CUST11867";"2022-08-26";"Had to wait too long for claim approval.";1;"No";"No"
"FDB90961";"CUST12287";"2023-01-20";"Excellent customer service support.";5;"Yes";"No"
"FDB90962";"CUST10216";"2022-08-16";"Smooth experience with no issues.";5;"No";"Yes"
"FDB90963";"CUST10089";"2022-07-15";"Smooth experience with no issues.";5;"Yes";"Yes"
"FDB90964";"CUST10664";"2021-01-27";"Very satisfied with the claim process.";4;"No";"No"
"FDB90965";"CUST10781";"2022-01-11";"The mobile app experience was intuitive.";3;"Yes";"Yes"
"FDB90966";"CUST10199";"2020-09-21";"I'm not happy with the premium charged.";2;"No";"Yes"
"FDB90967";"CUST10747";"2022-05-09";"Very satisfied with the claim process.";5;"No";"Yes"
"FDB90968";"CUST11296";"2020-05-16";"Need more clarity on policy coverage.";1;"No";"Yes"
"FDB90969";"CUST11777";"2020-10-02";"Need more clarity on policy coverage.";2;"No";"No"
"FDB90970";"CUST11092";"2023-02-01";"Frustrated with repeated documentation requests.";3;"Yes";"Yes"
"FDB90971";"CUST11324";"2020-04-10";"Very satisfied with the claim process.";4;"Yes";"Yes"
"FDB90972";"CUST11137";"2021-02-15";"Smooth experience with no issues.";4;"Yes";"No"
"FDB90973";"CUST10707";"2020-02-06";"Frustrated with repeated documentation requests.";3;"Yes";"Yes"
"FDB90974";"CUST11594";"2022-01-08";"Had to wait too long for claim approval.";1;"Yes";"Yes"
"FDB90975";"CUST10601";"2023-01-17";"I'm not happy with the premium charged.";3;"No";"Yes"
"FDB90976";"CUST12457";"2022-01-28";"Claim process could be faster.";3;"No";"Yes"
"FDB90977";"CUST10259";"2022-09-21";"Excellent customer service support.";4;"Yes";"Yes"
"FDB90978";"CUST10426";"2021-02-13";"Very satisfied with the claim process.";5;"Yes";"No"
"FDB90979";"CUST11067";"2023-01-17";"Smooth experience with no issues.";5;"Yes";"No"
"FDB90980";"CUST11315";"2022-02-20";"Excellent customer service support.";5;"No";"No"
"FDB90981";"CUST12057";"2023-09-24";"Had to wait too long for claim approval.";1;"No";"No"
"FDB90982";"CUST10720";"2021-12-13";"The agent was helpful and explained everything.";5;"Yes";"Yes"
"FDB90983";"CUST11802";"2021-05-27";"Excellent customer service support.";5;"No";"Yes"
"FDB90984";"CUST11970";"2021-07-12";"Frustrated with repeated documentation requests.";1;"Yes";"Yes"
"FDB90985";"CUST10841";"2022-01-14";"Smooth experience with no issues.";4;"Yes";"Yes"
"FDB90986";"CUST12465";"2022-06-17";"The mobile app experience was intuitive.";4;"No";"Yes"
"FDB90987";"CUST11275";"2023-03-08";"Very satisfied with the claim process.";4;"No";"No"
"FDB90988";"CUST10684";"2022-04-13";"Need more clarity on policy coverage.";1;"Yes";"No"
"FDB90989";"CUST11901";"2021-05-06";"Frustrated with repeated documentation requests.";2;"Yes";"Yes"
"FDB90990";"CUST10262";"2021-10-25";"Had to wait too long for claim approval.";1;"No";"Yes"
"FDB90991";"CUST11707";"2020-04-05";"I'm not happy with the premium charged.";2;"No";"Yes"
"FDB90992";"CUST11879";"2022-10-07";"Very satisfied with the claim process.";4;"No";"Yes"
"FDB90993";"CUST11749";"2023-07-14";"Had to wait too long for claim approval.";1;"No";"Yes"
"FDB90994";"CUST12003";"2022-08-20";"Frustrated with repeated documentation requests.";1;"Yes";"No"
"FDB90995";"CUST12467";"2021-05-10";"Excellent customer service support.";4;"Yes";"No"
"FDB90996";"CUST10113";"2022-06-10";"Claim process could be faster.";3;"Yes";"No"
"FDB90997";"CUST10702";"2021-07-04";"Claim process could be faster.";2;"No";"No"
"FDB90998";"CUST12223";"2021-11-20";"Very satisfied with the claim process.";4;"No";"Yes"
"FDB90999";"CUST11520";"2023-03-20";"The agent was helpful and explained everything.";5;"Yes";"No"
